"responseData__cityentity_id","responseData__id","responseData__name","responseData__max_level","responseData__blueprints__number_of_pieces","responseData__blueprints__building_id","responseData__blueprints__piece_number","responseData__blueprints__amount","responseData__blueprints____class__","responseData__description","responseData__inStock","responseData__item__upgradeItemId","responseData__item__selectionKitId","responseData__item__target","responseData__item__resource_package__cost____class__","responseData__item__resource_package__gain","responseData__item__resource_package____class__","responseData__item__cityEntityId","responseData__item__level","responseData__item__reward__type","responseData__item__reward__subType","responseData__item__reward__amount","responseData__item__reward__id","responseData__item__reward__name","responseData__item__reward__description","responseData__item__reward__iconAssetName","responseData__item__reward__isHighlighted","responseData__item__reward__assembledReward__type","responseData__item__reward__assembledReward__subType","responseData__item__reward__assembledReward__amount","responseData__item__reward__assembledReward__id","responseData__item__reward__assembledReward__name","responseData__item__reward__assembledReward__description","responseData__item__reward__assembledReward__iconAssetName","responseData__item__reward__assembledReward__isHighlighted","responseData__item__reward__assembledReward__flags__-","responseData__item__reward__assembledReward____class__","responseData__item__reward__requiredAmount","responseData__item__reward__possible_rewards__drop_chance","responseData__item__reward__possible_rewards__reward__type","responseData__item__reward__possible_rewards__reward__subType","responseData__item__reward__possible_rewards__reward__id","responseData__item__reward__possible_rewards__reward__name","responseData__item__reward__possible_rewards__reward__iconAssetName","responseData__item__reward__possible_rewards__reward__possible_rewards__drop_chance","responseData__item__reward__possible_rewards__reward__possible_rewards__reward__type","responseData__item__reward__possible_rewards__reward__possible_rewards__reward__subType","responseData__item__reward__possible_rewards__reward__possible_rewards__reward__amount","responseData__item__reward__possible_rewards__reward__possible_rewards__reward__id","responseData__item__reward__possible_rewards__reward__possible_rewards__reward__name","responseData__item__reward__possible_rewards__reward__possible_rewards__reward__description","responseData__item__reward__possible_rewards__reward__possible_rewards__reward__iconAssetName","responseData__item__reward__possible_rewards__reward__possible_rewards__reward__duration","responseData__item__reward__possible_rewards__reward__possible_rewards__reward__value","responseData__item__reward__possible_rewards__reward__possible_rewards__reward____class__","responseData__item__reward__possible_rewards__reward__possible_rewards____class__","responseData__item__reward__possible_rewards__reward____class__","responseData__item__reward__possible_rewards____class__","responseData__item__reward____class__","responseData__item__boostType","responseData__item__value","responseData__item__duration","responseData__item____class__","responseData__itemAssetName","responseData__availableFrom","responseData__exchangeBaseValue__|","responseData__exchangeBaseValue__|__trade_coins","responseData__exchangeBaseValue__|__gemstones","responseData__exchangeBaseValue____class__","responseData__locked","responseData__sortPriority__001","responseData__sortPriority__002","responseData__sortPriority__003","responseData__sortPriority__004","responseData__sortPriority__005","responseData__sortPriority__006","responseData__time","responseData____class__","responseData","requestClass","requestMethod","requestId","__class__"
"","","","","9","X_ProgressiveEra_Landmark2","5","1447","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_ProgressiveEra_Landmark2","6","1436","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_ProgressiveEra_Landmark2","7","1440","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_ProgressiveEra_Landmark2","8","1405","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X_PostModernEra_Landmark2","","Das Habitat","10","9","X_PostModernEra_Landmark2","","25","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","InventoryGreatBuilding","","","","",""
"","","","","9","X_PostModernEra_Landmark2","1","14","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_PostModernEra_Landmark2","2","38","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_PostModernEra_Landmark2","3","26","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_PostModernEra_Landmark2","4","30","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_PostModernEra_Landmark2","5","25","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_PostModernEra_Landmark2","6","28","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_PostModernEra_Landmark2","7","29","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_PostModernEra_Landmark2","8","26","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X_SpaceAgeMars_Landmark2","","Das Virgo-Projekt","10","9","X_SpaceAgeMars_Landmark2","","36","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","InventoryGreatBuilding","","","","",""
"","","","","9","X_SpaceAgeMars_Landmark2","1","33","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_SpaceAgeMars_Landmark2","2","30","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_SpaceAgeMars_Landmark2","3","38","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_SpaceAgeMars_Landmark2","4","23","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_SpaceAgeMars_Landmark2","5","31","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_SpaceAgeMars_Landmark2","6","28","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_SpaceAgeMars_Landmark2","7","30","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_SpaceAgeMars_Landmark2","8","20","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X_ColonialAge_Landmark2","","Deal Castle","10","9","X_ColonialAge_Landmark2","","109","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","InventoryGreatBuilding","","","","",""
"","","","","9","X_ColonialAge_Landmark2","1","58","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_ColonialAge_Landmark2","2","68","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_ColonialAge_Landmark2","3","67","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_ColonialAge_Landmark2","4","85","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_ColonialAge_Landmark2","5","85","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_ColonialAge_Landmark2","6","79","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_ColonialAge_Landmark2","7","86","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_ColonialAge_Landmark2","8","81","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X_OceanicFuture_Landmark2","","Der Kraken","10","9","X_OceanicFuture_Landmark2","","913","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","InventoryGreatBuilding","","","","",""
"","","","","9","X_OceanicFuture_Landmark2","1","888","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_OceanicFuture_Landmark2","2","903","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_OceanicFuture_Landmark2","3","940","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_OceanicFuture_Landmark2","4","880","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_OceanicFuture_Landmark2","5","906","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_OceanicFuture_Landmark2","6","943","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_OceanicFuture_Landmark2","7","858","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_OceanicFuture_Landmark2","8","869","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X_FutureEra_Landmark1","","Die Arche","2707","9","X_FutureEra_Landmark1","","276","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","InventoryGreatBuilding","","","","",""
"","","","","9","X_FutureEra_Landmark1","1","276","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
